,nombre_artista,bio,listeners,playcount,similar
85,Dj T.H.,"Real Name:
Thomas Gatzka
Profile:
Residing in Düsseldorf, Germany. <a href=""https://www.last.fm/music/DJ+T.H."">Read more on Last.fm</a>",15797,104008,"['Rene Ablaze', 'Tycoos', 'Miroslav Vrlik', 'UDM', 'Somna']"
86,Invisible Reality,"Invisible Reality was born in 2002 when Shamil Abramov and Igor Sorin started to work together, they released and felt that something mysterious happening to their music and people should to see their reality through their music ! Shamil was born in Azerbaijan in 1981 and emigrated to Israel in 1994 , Igor was born in Belarusin 1985 and emigrated too to Israel in 1990 to northern city Maalot where he met Shamil. In 2007 they signed at German label <a href=""https://www.last.fm/music/Invisible+Reality"">Read more on Last.fm</a>",15275,107521,"['Sunstryk', 'Sideform', 'Motion Drive', 'Aqualize', 'Earsugar']"
87,Taylor Torrence," <a href=""https://www.last.fm/music/Taylor+Torrence"">Read more on Last.fm</a>",14724,64462,"['Eugenio Tokarev', 'Kudus', 'LÜRUM', 'Elevven', 'Leonard A']"
88,Jan Johnston,"Jan Johnston (born February 21, 1965 in Salford, Lancashire, England) is an English female singer. In the early 1990s she was signed to Columbia Records as part of the pop duo J.J. However when this project failed she changed musical genres and started appearing on many dance and trance releases, mostly on the Perfecto Records label. Her voice is featured in some of Brian Transeau's and many other trance music producer titles. <a href=""https://www.last.fm/music/Jan+Johnston"">Read more on Last.fm</a>",91921,466633,"['Luminary', 'Insigma', 'Jes', 'Paul Oakenfold', 'Karen Overton']"
89,Ryan Raya," <a href=""https://www.last.fm/music/Ryan+Raya"">Read more on Last.fm</a>",91,622,[]
90,Tiff Lacey,"Tiff started her singing as a young fresh faced 16 year old, Initially as a backing singer, to the band “Falling Man”.
They recorded an album and gigged quite regularly until they eventually disbanded. It was then she started fronting a blues/rock band gigging locally in the South East. However she felt the need to develop her songwriting capabilities in her own right, so she left the band and team up with one of the other members of the band to record her work, to much critical acclaim. <a href=""https://www.last.fm/music/Tiff+Lacey"">Read more on Last.fm</a>",7774,44078,"['Betsie Larkin', 'Linnea Schossow', 'Dark Matters', 'Jaren', 'Neev Kennedy']"
91,Volcano,"There are at least eight bands by this name: 

1) A Beatdown band from Ohio 

2) Volcano is a punk/folk/reggae supergroup band, formed by Meat Puppets frontman Curt Kirkwood, Sublime drummer Bud Gaugh, and session musicians Mike Stand and Jon Poutney. They have released only one album (with a cheap, hand-drawn inkpen front cover drawn by Curt), which quickly sold out at Skunk records, followed by only eight concerts in support of the release. Currently, its only available form is a downloadably zip file on an mp3 site. <a href=""https://www.last.fm/music/Volcano"">Read more on Last.fm</a>",39848,706989,"['Denied', 'Drain', 'Torture', 'All Out War', 'Gargoyle']"
92,Gux Jimenez,"Gux born in 1988 Cartagena / Colombia at age 7 expresses great interest in music since the age of 15 his musical adventure Begins using colors inspired by the melodies that convey, currently with productions Progressive Trance style ideal mixing of senses and emotions and some house and deep house

More info...
 
Residentadvisor  http://www.residentadvisor.net/dj/guxjimenez

Soundcloud http://soundcloud.com/guxjimenez <a href=""https://www.last.fm/music/Gux+Jimenez"">Read more on Last.fm</a>",2686,11442,"['Luiz B', 'Blood Groove & Kikis', 'James Woods', 'Mizar B', '19 Hz']"
93,Clay van Dijk," <a href=""https://www.last.fm/music/Clay+van+Dijk"">Read more on Last.fm</a>",36,280,"['Ian Dillon', 'Olga Misty', 'Darin Epsilon']"
94,Jon Bourne," <a href=""https://www.last.fm/music/Jon+Bourne"">Read more on Last.fm</a>",3781,14376,"['Gianmarco Fabbretti', 'Adrian Alexander', 'Maglev', 'Paul Arcane', 'Quizzow']"
95,Ander One," <a href=""https://www.last.fm/music/Ander+One"">Read more on Last.fm</a>",195,839,"['Paul Arcane', 'Adrian Alexander', 'The Sodality', 'Joaquin Limon', 'Maglev']"
96,Eternal Basement,"Eternal Basement is Michael Kohlbecker, a German trance artist. Kohlbecker is also known as B-Flame, Camou, Fünf D, Lasziv, Magnat, Masun, Negative Return, Paragon, S.M.I².L.E., and Subscientists. Kohlbecker and Gabriel Le Mar are members of the group Saafi Brothers. <a href=""https://www.last.fm/music/Eternal+Basement"">Read more on Last.fm</a>",4717,25392,"['Synesthasia', 'Arpeggiators', 'Cybordelics', 'Pulsation', 'Spicelab']"
97,Elite Electronic," <a href=""https://www.last.fm/music/Elite+Electronic"">Read more on Last.fm</a>",5002,21767,"['Dennis Graft', 'Attila Syah', 'Sheridan Grout', 'Eric Senn', 'Limelght']"
98,Simos Tagias," <a href=""https://www.last.fm/music/Simos+Tagias"">Read more on Last.fm</a>",2927,20391,"['Michael A', 'Antrim', 'Dmitry Molosh', 'Julian Nates', 'Analog Jungs']"
99,Kevin Vega," <a href=""https://www.last.fm/music/Kevin+Vega"">Read more on Last.fm</a>",869,2153,"['Future Disciple', 'DARMA', 'Mac & Monday', 'John Dopping', 'Jager Jay']"
100,Rafael Osmo," <a href=""https://www.last.fm/music/Rafael+Osmo"">Read more on Last.fm</a>",8725,36374,"['Enlusion', 'Dave Neven', 'Mike Efex', 'Paul Arcane', 'Claus Backslash']"
101,Hot Tuneik," <a href=""https://www.last.fm/music/Hot+Tuneik"">Read more on Last.fm</a>",2061,11560,"['Oscar Vázquez', 'Andrea Cassino', 'Paul Angelo', 'Fabri Lopez', 'Plus Thirty']"
102,Tritonal Tritonia Radio," <a href=""https://www.last.fm/music/Tritonal+Tritonia+Radio"">Read more on Last.fm</a>",389,1755,"['Above & Beyond Group Therapy', 'Tritonal', 'Praana', 'Andrew Rayel', 'Aly & Fila']"
103,Ciro Visone,"Ciro Visone is a trance, progressive and house producer born in October 1978. His musical growing starts in the first 90’, when he buys his first electronic drum machine, a Roland tr 909. After it, Ciro falls in love with some new electro musical artists like Alan Parson -Pink Floyd – Kraftwerk.. In the 90’he improves his knowledge listening to artists like Solarstone, Altitude, Gouryella And during this period he experiments the first musical programs for pc, using an ATARI and some ROLAND instruments. <a href=""https://www.last.fm/music/Ciro+Visone"">Read more on Last.fm</a>",9637,56342,"['Arisen Flame', 'CE3SAR', 'Antony Waldhorn', 'Wach', 'Sergey Nevone']"
104,R.A.Z," <a href=""https://www.last.fm/music/R.A.Z"">Read more on Last.fm</a>",64,186,"['chopurming of U180', 'Rhyme B.O.T', '傻孩子', '片儿川', 'Daaikylyn']"
105,Controlwerk," <a href=""https://www.last.fm/music/Controlwerk"">Read more on Last.fm</a>",1067,3883,"['Tim Penner', 'Dowden', 'Sebastien Leger', 'MoodFreak', 'Marsbeing']"
106,Z8phyR," <a href=""https://www.last.fm/music/Z8phyR"">Read more on Last.fm</a>",2626,29631,[]
107,Dustin Husain," <a href=""https://www.last.fm/music/Dustin+Husain"">Read more on Last.fm</a>",4682,18698,"['Rinaly', 'luminn', 'Eugenio Tokarev', 'Corti Organ', 'Claus Backslash']"
108,DJ Ratagnan," <a href=""https://www.last.fm/music/DJ+Ratagnan"">Read more on Last.fm</a>",1,5,[]
109,Maykel Piron," <a href=""https://www.last.fm/music/Maykel+Piron"">Read more on Last.fm</a>",110,414,"['Chill Executive Officer', 'Tritonal Tritonia Radio', 'Johan Anders Bær', 'Bodé', 'Lost Frequencies']"
110,Mariano Favre,"Mariano Favre was born on the 25th of September of 1989 in Rosario, Argentina. Music has always been a part of his life since childhood.

That love and passion for music and the need to express his feelings lead Mariano into the electronic music world. With only 14 years old he learn the art of mixing. When finally he defines an own sound, he rushes as DJ and quickly began to participate in small gigs. His talent to mix and his great taste for the musical selection made him earn the respect of many well known djs. <a href=""https://www.last.fm/music/Mariano+Favre"">Read more on Last.fm</a>",1570,6874,"['Breeze & Quadrat', 'Stone Mason', 'Ariel Curtis', 'Matias Chilano', 'Sound Process']"
111,Regan Nano," <a href=""https://www.last.fm/music/Regan+Nano"">Read more on Last.fm</a>",68,161,"['john spanos', 'Shanti Chakra Friends', 'David Guillaume', 'Laughing Buddha', 'DJ Bim']"
112,Stefre Roland,"Stefre Roland, real name Igor Karpov, is a Russian sound producer and DJ, born September 15, 1990 in Nefteyugansk, Russia. <a href=""https://www.last.fm/music/Stefre+Roland"">Read more on Last.fm</a>",9961,132869,"['iriser', 'Inward Universe', 'Fevy', 'Faraon', 'Arthur Freedom']"
113,Arthur Volt," <a href=""https://www.last.fm/music/Arthur+Volt"">Read more on Last.fm</a>",178,740,"['Flatlex', 'Robbie Seed', 'michael retouch', 'Cold Rush', 'Manuel Le Saux']"
114,Alex Stealthy,"Labels: Sog Records, Armada Records (Electronic Elements), Vapour recordings, Pangea Recordings

Alex's first sign of musical interest broke the surface at the age of 14 when he concentrated his creative energies on guitar playing. However, Alex's true musical development occurred at the age of 16 when a friend of his introduced him to a form of electronica. An undying passion and love for this genre of music was immediately sparked in Alex. With nearly no musical education or training, Alex began to explore musical composition. <a href=""https://www.last.fm/music/Alex+Stealthy"">Read more on Last.fm</a>",24834,104578,"['A Boy Called Joni', 'Estuera', 'Kalafut & Fygle', 'Matthew Dekay vs. Proluctors', 'Basic Perspective']"
115,Steve Allen,"There are several artists with this name: one from the USA, another two from the UK and one from New Zealand.

1. Stephen Valentine Patrick William ""Steve"" Allen (26 December 1921 – 30 October 2000) was an American television personality, musician, actor, comedian, and writer.

Though he got his start in radio, Allen is best-known for his television career. He first gained national attention as a guest host on Arthur Godfrey's Talent Scouts. He graduated to become the first host of The Tonight Show <a href=""https://www.last.fm/music/Steve+Allen"">Read more on Last.fm</a>",23527,152062,"['Dan Thompson', 'Talla 2XLC', 'XiJaro & Pitch', 'Abstract Vision', 'Rene Ablaze']"
116,Trance Reserve," <a href=""https://www.last.fm/music/Trance+reserve"">Read more on Last.fm</a>",839,4133,"['Fawzy', 'Peter Miethig', 'Nytigen', 'Last Soldier', 'Sergey Salekhov']"
117,Sygma," <a href=""https://www.last.fm/music/Sygma"">Read more on Last.fm</a>",1550,6093,"['Provenzano Dj feat. Lizzy B.', 'Octafonic', 'Gabriel Monfutar', 'Gabriel Montufar', 'Reddfield']"
118,Dylan Deck," <a href=""https://www.last.fm/music/Dylan+Deck"">Read more on Last.fm</a>",554,2072,"['Analog Jungs', 'Ewan Rill', 'Dmitry Molosh', 'Michael A', 'Golan Zocher']"
119,Ciro Parcheri," <a href=""https://www.last.fm/music/Ciro+Parcheri"">Read more on Last.fm</a>",167,990,"['onenights', 'NOVAN', 'Elle Onyx', 'mikeT', 'James Aki']"
120,Spencer Brown,"


Based in San Francisco, 24-year-old Spencer Brown creates forward-thinking dance music that defies quick-shifting industry trends, carving his fresh take on the progressive space by creating earworms that incorporate authenticity with accessibility.After Above & Beyond discovered Spencer through his graceful 2014 debut release “Chalice EP” on Avicii’s LE7ELS (garnering over 1.5 million listens), a string of successful EPs on their legendary Anjunabeats label led to his 2018 debut album “Illusion of Perfection <a href=""https://www.last.fm/music/Spencer+Brown"">Read more on Last.fm</a>",65993,935025,"['Andrew Bayer', 'Marsh', 'Tinlicker', 'Jaytech', 'anamē']"
121,Ori Uplift Radio," <a href=""https://www.last.fm/music/Ori+Uplift+Radio"">Read more on Last.fm</a>",259,2449,"['Alternate High', 'Dreamlife', 'maratone', 'Nikolauss', 'Last Soldier']"
122,HamzeH," <a href=""https://www.last.fm/music/HamzeH"">Read more on Last.fm</a>",10115,57256,[]
123,Carlos Martz," <a href=""https://www.last.fm/music/Carlos+Martz"">Read more on Last.fm</a>",198,457,"['Ayako Mori', 'Adam Sellouk', 'Moat', 'Liam Wilson', 'Mila Journée']"
124,Jelly For The Babies," <a href=""https://www.last.fm/music/Jelly+for+the+Babies"">Read more on Last.fm</a>",4816,21243,"['Nōpi', 'Marsh', 'Sound Quelle', 'Lanvary', 'Jordin Post']"
125,Sean Tyas,"According to NY-born, Switzerland-based trance man Sean Tyas, the electronic storm over the US Billboard Charts won't influence the music he makes one iota; he does, however, find it extremely encouraging. 
As main players of the scene jump ship to collaborate with artists Simon Cowell probably still has wet dreams about having discovered, Tyas' game-plan is to continue doing his own thing and wait for the kids to follow, as minds across the super-nation yield to electronic styles travelling from across the Atlantic.  <a href=""https://www.last.fm/music/Sean+Tyas"">Read more on Last.fm</a>",103610,967604,"['James Dymond', 'Bryan Kearney', 'John Askew', 'Alex M.O.R.P.H.', 'Daniel Kandi']"
126,Rick Pier O'Neil,"Same as RPO bud not R.P.O.

Rick started his career like DJ in various clubs and in parallels the one of producer who it will become his principal activity. Influenced by the “new house sound” of the Nineties in France, he released some tracks like Sequential Feat Kleph ""Chocho locco"", Tribal Nation ""In Guetto"".... In 1999, He creates his first label RPO TRAXX with tendency house and latino house. The same year, in USA, Rick Pier O' Neil signs a 5 in Billboard dance charts with the 1st title group Sussex House ""Good Feel"". <a href=""https://www.last.fm/music/Rick+Pier+O%27Neil"">Read more on Last.fm</a>",6960,45116,"['Lanvary', 'Anthony G', 'Stan Kolev', 'Matan Caspi', 'GMJ']"
127,Joel Freck," <a href=""https://www.last.fm/music/Joel+Freck"">Read more on Last.fm</a>",490,1191,"['Adrian Alexander', 'Paul Arcane', 'Dalero', 'TheRio', 'Maglev']"
128,Yisus Madrid," <a href=""https://www.last.fm/music/Yisus+Madrid"">Read more on Last.fm</a>",205,1181,"['Kaimo K', 'Metta & Glyde', 'Raz Nitzan', 'Christopher Corrigan', 'Artena']"
129,Nova Fractal,"Nova Fractal is newborn croatian goa trance project, founded by Renato Brnić from Slavonski Brod. His style can be described as newschool goa trance with more melodic approach. So far he released track ''Perplexed'' on croatian Neogoa netlabel and one EP ''Main Sequence Star'' also on Neogoa netlabel. <a href=""https://www.last.fm/music/Nova+Fractal"">Read more on Last.fm</a>",3226,29234,"['Sky Technology', 'Somnesia', 'BlackStarrFinale', 'Trinodia', 'PharaOm']"
130,Cubixx," <a href=""https://www.last.fm/music/cubixx"">Read more on Last.fm</a>",69,352,"['Cosmic Flow', 'Zen Mechanics', 'Day.Din', 'DJ Bim', 'Vertical Mode']"
131,Supernatural,"There are three known artists/bands as 'Supernatural' : Supernatural - MC ; Supernatural - pop band; Supernatural - avant-garde noise duo; Supernatural - Christian rock band from Bogotá (Colombia). 

Supernatural (the MC) is known for his incredible freestyle skills, raised from Indiana, and lives today in NYC. His first battles with Juice Crew member Craig G are infamous to his fans, and as seen on 'Freestyle : The Art of Rhyme', Supernat's story and awesome performance has been documented. <a href=""https://www.last.fm/music/Supernatural"">Read more on Last.fm</a>",42504,316325,"['Supastition', 'Mr. Complex', 'Wordsworth', 'Akrobatik', 'Arsonists']"
132,Sodality,"We first played together in october of 05. starting out with a style that matched coheed and cambria the band seemed to move fast in writing songs with amazing vocals by aaron mullenix. however, aaron soon left the band and we turned to finding substitute singers. when nothing worked out, the band decided to face a complete style change and robert the guitarist also became the lead singer. becoming a four piece metal/hardcore band was a decision that all agreed with and so the band got going on its journey. <a href=""https://www.last.fm/music/+noredirect/Sodality"">Read more on Last.fm</a>",4461,23311,[]
133,Fatum,"There are at least 4 bands called Fatum:
1. American EDM production quartet comprised of Daniel Davis, Bill Hamel, Bruce Karlsson & Chad Newbold.
2. Polish hardrock/heavy metal band founded in 1984.
3. Russian metal/punk/hardcore band from Moscow.
4. Russian doom metal band. <a href=""https://www.last.fm/music/Fatum"">Read more on Last.fm</a>",70260,836063,"['Deviated Instinct', 'Axegrinder', 'Filth of Mankind', 'Warkrusher', 'Amebix']"
134,DreamLife," <a href=""https://www.last.fm/music/Dreamlife"">Read more on Last.fm</a>",2356,23020,"['Sandro Mireno', 'Jean CLEMENCE', 'LR Uplift', 'Alexander Komarov', 'Tycoos']"
135,Clark Wohlert," <a href=""https://www.last.fm/music/Clark+Wohlert"">Read more on Last.fm</a>",55,129,['Phunk']
136,Rockka,"Rockka A.K.A. Lakith Adikaram is a producer hailing from Sri Lanka. His music career began in 2018 as he embarked on to create beautiful moments with his music. Released in some of the grandest labels such as Balkan Connection,Droid9 and Soundteller Records. Learning the ways of Progressive House isn't always easy but it's always satisfing to see the crowd dance to the music you dreamed to create.
https://www.instagram.com/rockka01/
https://www.facebook.com/Rockka01/ <a href=""https://www.last.fm/music/rockka"">Read more on Last.fm</a>",666,6847,"['Maze 28', 'Ruben Karapetyan', 'Fran Garay', 'Agustin Pietrocola', 'Soulmade (AR)']"
137,Ahmed Romel,"Ahmed Romel, a Jordanian 24 years old. He grew a passion for dance music when he was a small kid. Always loved the beat of dance and EDM, then slowly started to become an addiction.  After he became an addicted to trance music with all it's sub-genres, it completely changed his life. He always kept looking for all kinds of Melodic Dance tracks which was what he found in Trance.

In 2008 he started his podcast, at the beginning, it was just for fun nothing serious <a href=""https://www.last.fm/music/Ahmed+Romel"">Read more on Last.fm</a>",21649,187300,"['A.R.D.I.', 'Andrea Ribeca', 'Alessandra Roncone', 'Alan Morris', 'Alex M.O.R.P.H.']"
138,Indecent Noise,"Indecent Noise is Aleksander Stawierej from Warsaw (Poland).He was influenced by Paul van Dyk, John O'Callaghan, John Askew, Nu NRG and Bryan Kearney.Had his releases on this labels:Excessive Pressure, Vandit, Infrasonic, Yakuza
 <a href=""https://www.last.fm/music/Indecent+Noise"">Read more on Last.fm</a>",18134,133958,"['Alexandre Bergheau', 'Matt Bowdidge', 'Solis & Sean Truby', ""Simon O'Shine"", 'Arisen Flame']"
139,Ippolo," <a href=""https://www.last.fm/music/Ippolo"">Read more on Last.fm</a>",30,202,"['Fonarev pres. F13', 'Timo Maas presents Mad Dogs', 'Eximinds & Vigel', 'Craig Connelly & Dan Thompson', 'En-Viro']"
140,Kay-D,"Kay- D also known as Krisztian Kajdi, was born in July 1978, in Ajka, Hungary. Currently produces progressive trance (frequently mislabeled as progressive house), progressive house, progressive breaks and more, to name a few.

 His interest to music started in 1986, when he went to the conservatorie for 3 years, and played trumpet. In the early ’90s he started to be interested in electronic music, at that time his favourite styles were german rave, acid-house and hardcore-techno, and later trance. <a href=""https://www.last.fm/music/Kay-D"">Read more on Last.fm</a>",3418,35205,"['Michael & Levan and Stiven Rivic', 'Loquai', 'Domased Electronica', 'East Cafe', 'Hypnotic Hour']"
141,Marcprest," <a href=""https://www.last.fm/music/Marcprest"">Read more on Last.fm</a>",468,2954,"['Brent Rix', 'Alternate High', 'tranzLift', 'TrancEye', 'Cosmic Heaven']"
142,Tycoos Future Horizons Radio," <a href=""https://www.last.fm/music/Tycoos+Future+Horizons+Radio"">Read more on Last.fm</a>",13,101,"['Roman Messer Suanda Radio', 'Tritonal Tritonia Radio', 'Andrew Rayel', 'Ahmed Helmy', 'Armin van Buuren']"
143,Francesco Pico,"Francesco Pico’s name is often heard in the dance scene. He released and remixed numerous tracks for labels such as Global Underground, AudioTherapy, Urbantorque, Extrema, Outside The Box, Manual Music, Proton and his own label Magnitude Recordings. His tracks are played by Sasha, Nick Warren, Hernan Cattaneo, Jimmy v M, Laurant Garnier, just to name a few.
As a dj, he worked throughout the country and is still regularly booked to play in clubs all over Holland and other countries. <a href=""https://www.last.fm/music/Francesco+Pico"">Read more on Last.fm</a>",8386,32082,"['Stefan Alexis', 'Pako & Frederik', 'Federico Epis', 'Jim Rivers', 'Ormatie']"
144,John Grand,"Solo act of The New Division lead singer and band architect John Glenn Kunkel. <a href=""https://www.last.fm/music/John+Grand"">Read more on Last.fm</a>",13177,97188,"['FARIUS', 'David Broaders', 'Hausman', 'Steve Brian', 'Dan Stone']"
145,Skynet,"There are at least 2 artists/bands called Skynet.

1) The UK acid house movement in 1987 was the catalyst for the dance music revolution that was ahead! Skynet, aka Nathan Vinall, found himself sucked into the thick of it. Skynet recalls how early acid house changed his life forever: ""I was totally transformed over night. I remember going to the local clubs like Savannah and Zap and was like, what the hell is this? A few weeks later I found myself going out Thursday, Friday, and the whole weekend. <a href=""https://www.last.fm/music/Skynet"">Read more on Last.fm</a>",50002,334816,"['Cause 4 concern', 'Concord Dawn', 'Optical', 'Dom & Roland', 'Ed Rush & Optical']"
146,Sue McLaren," <a href=""https://www.last.fm/music/Sue+McLaren"">Read more on Last.fm</a>",6120,30112,"['Phillip J', 'Raz Nitzan', 'Kaimo K', 'Trance Classics', 'Stine Grove']"
147,Regular Citizen," <a href=""https://www.last.fm/music/Regular+Citizen"">Read more on Last.fm</a>",5988,32232,"['Canva6', 'Maxwell Sterling', 'Antwood', 'De Leon', 'Second Woman']"
148,HOTQ," <a href=""https://www.last.fm/music/HOTQ"">Read more on Last.fm</a>",111,903,"['JP Elorriaga', 'Mohammad-Reza Shajarian, Seventh Soul', 'Mohammad-Reza Shajarian', 'Mehrad Hidden', 'Johannes Motschmann']"
149,Inkfish,"The production/DJ outfit Inkfish sprang to life in the 90´s, when the four Swedish lads Mattias Lindblom, Jesper Lindquist, Andreas Hermansson and Johan Hermansson joined forces to serve a variety of electronic music. Inkfish has produced alongside big name producers/DJ's such as David West, Hardy Heller, Tomas Andersson and progressive legend Ian Ossia under different disguises. They have released records on tribal-maestros Chus & Ceballos Solar-label <a href=""https://www.last.fm/music/Inkfish"">Read more on Last.fm</a>",6157,23221,"['Dibby Dougherty & David Young', 'Vincenzo & Elon', 'John Digweed & Nick Muir', 'King Roc & Dimitri Nakov', 'Monaque']"
150,Redspace," <a href=""https://www.last.fm/music/Redspace"">Read more on Last.fm</a>",1913,9277,"['Kebin van Reeken', 'Callecat', 'Maze 28', 'André Moret', 'Agustin Pietrocola']"
151,Gorkiz," <a href=""https://www.last.fm/music/Gorkiz"">Read more on Last.fm</a>",1821,7087,"['Analog Jungs', 'Ruben Karapetyan', 'Michael A', 'Alan Cerra', 'Mike Griego']"
152,C-Systems,"C-Systems started as a group between Akki and Staro. However, over time, Staro unfortunately had other commitments and needed time away. After working alone for almost a year, Akki began writing with Matt Allen In November of 2011. They were both signed to Unearthed Records and were asked to work on a project. They quickly realized that their skills complemented each other. After writing together for over 6 months with incredible energy and fresh creativity, they decided to reinvent themselves as C-systems. <a href=""https://www.last.fm/music/C-Systems"">Read more on Last.fm</a>",26255,215814,"['Maarten de Jong', 'David Forbes', 'DJ T.H.', 'Daxson', 'Alex M.O.R.P.H.']"
153,Rodg,"In a world jam-packed with one-hit-wonders, extremely consistent Dance producers have always been sought after. And that makes Rodg one of the rare-breed. The humble Dutchman is one of the best kept Armada Music secrets, delivering top notch releases of unwavering quality on a regular basis. An impressive string of features on various Armada compilations proved to be the stepping stone for Rodg's versatile and exhaustive sound, long defining the renowned chill-out vibe and portraying baffling interpretations of the sound of summer. <a href=""https://www.last.fm/music/Rodg"">Read more on Last.fm</a>",72578,712858,"['Alpha 9', 'LTN', 'Trilucid', 'Jerome Isma-Ae', 'Protoculture']"
154,Chiller Twist,"Real Name:	Sl!m

Profile:	Chiller Twist was started as a recording project in 1998. Working with just an Atari and some basic sound modules Sl!m experimented with many different dance styles. Some of these early experiments can still be downloaded as free mp3s from the many mp3 sites on the net. 

The Plum Projects label, formed with his partner late 1998, initially promoted and sold Chiller Twist's music exclusively on the internet. Giving away special <a href=""https://www.last.fm/music/Chiller+Twist"">Read more on Last.fm</a>",24769,95080,"['Carl B.', 'Starecase', 'DJ Jan', 'Tom Cloud', 'Nenes & Pascal Feliz']"
155,Bigtopo," <a href=""https://www.last.fm/music/Bigtopo"">Read more on Last.fm</a>",11214,44453,"['Avis Vox', 'Ruslan Radriges', 'Ahmed Helmy', 'Allen Watts', 'Seegy']"
156,Daniel Wanrooy,"Daniel Wanrooy is signed to Black Hole Recordings and releases track under his own name, and also as one half of a team with Robin van de Wiel under the aliases of Progression and Odyssee, among others.

Wanrooy has contributed releases over the past few years to not only the parent label Black Hole Recordings, but also its two main sub-labels, In Trance We Trust and Magik Muzik. <a href=""https://www.last.fm/music/Daniel+Wanrooy"">Read more on Last.fm</a>",18711,111166,"['David Forbes', 'Cubicore', 'Simon Patterson', 'Estiva', 'Richard Durand']"
157,Lee Coulson," <a href=""https://www.last.fm/music/Lee+Coulson"">Read more on Last.fm</a>",3818,16277,"['Paul Arcane', 'Nay Jay', 'Mangal Suvarnan', 'Harry Diamond', 'Mind of one']"
158,Callecat,"Callecat is Koen & Gijs, a house music DJ & producer duo from Utrecht, Netherlands
https://www.facebook.com/callecatmusic/
https://www.instagram.com/callecat/
https://www.callecatmusic.com/
https://soundcloud.com/callecat <a href=""https://www.last.fm/music/Callecat"">Read more on Last.fm</a>",1687,7675,"['Dowden', 'Analog Jungs', 'Kasper Koman', 'Francesco Pico', 'Soulmade (AR)']"
159,Manuel Rocca,"José Manuel Roca, better known as Manuel Rocca, born the 20th of April 1988 in Venezuela, South America is a new very talent of the trance music scene. From very early age, evidences his interest for the music, learning to play instruments like guitar, electric bass and drums. But, it is in 2005 when it is left to catch for the electronic music, specially by the trance music.

In principle, is influenced by artists such as Armin van Buuren, Tiesto, Cosmic Gate, Airbase, Paul Van Dyk and others. <a href=""https://www.last.fm/music/Manuel+Rocca"">Read more on Last.fm</a>",4546,35694,"['Illitheas', 'Alternate High', 'Ikerya Project', 'Etasonic', 'Ross Rayer']"
160,Axel Coon,"Real Name: Axel Broszeit 
Birth date: 23 March 1975, Freiburg, Germany 
Height: 6' 0¾"" (1.85 m) 

Trivia
He was a member of the German techno-band Scooter (1998-2002).
He left Scooter in January 2002 to start his solo-career.

Website: www.axelcoon.com <a href=""https://www.last.fm/music/Axel+Coon"">Read more on Last.fm</a>",57347,347237,"['Ole van Dansk', 'Sven-R-G vs. Bass-T', 'DJ Lee', 'Megara Vs. DJ Lee', 'Rocco & Bass-T']"
161,E-Mov,"After 3 years studio and plenty of rocking on dancefloors, the two well known Greek artists Kostas Daikos And Vangelis Alexandris release their debut album. Following many years of experience in music creation and playing live all around the globe gave birth to a mature collection of tunes keeping an astounding balance between dark and light, hard and smooth, wild and peaceful Vocals, as well as a mix of morning and night full-on psytrance from with a high approach concerning the production and mastering quality. <a href=""https://www.last.fm/music/E-mov"">Read more on Last.fm</a>",4344,30139,"['Earthspace', 'Killerwatts', 'Transient Disorder', 'Dickster', 'Hypnocoustics']"
162,Navarro,"1. Alexandre Navarro is a guitarist, composer and producer. He now records under his full name, the artist profile for which can be found here: Alexandre Navarro.
2. Navarro is a rock band from Zagreb, Croatia.

1. Alexandre Navarro was born in 1974 and currently lives in Paris, France. He composed for various labels/netlabels (SEM label, Realaudio, Archipel, Mandorla, Standard klik Music, EKO netlabel, IOD, Zymogen), art projects and exhibitions. <a href=""https://www.last.fm/music/Navarro"">Read more on Last.fm</a>",3964,23397,"['Federico Monti', 'GRAS', 'Lomov', 'rktic', 'Monoide']"
163,Shaun Strudwick," <a href=""https://www.last.fm/music/Shaun+Strudwick"">Read more on Last.fm</a>",8,18,[]
164,Vil,"1) Dan Villa is a Spanish DJ/Producer making Progressive House and Trance. His music has been supported by Supported by: Ferry Corsten, Marcus Santoro, Dash Berlin, Orjan Nilsen and many more.

2)Vil - Digicore/Indie Pop Artist from North Carolina

3)Vil - Mihaly Botyanszki (12.31.1972.)
Hungarian composer. He has two favorite occupations. The music, and the computers.
He heard electronic music in the 80 years first.
In the 90 years, as the active member of the demoscene, founded a team with some friends of his. <a href=""https://www.last.fm/music/Vil"">Read more on Last.fm</a>",12526,118595,"['MARCAL', 'Arthur Robert', 'CRAVO', 'Juri Heidemann', 'Ben Reymann']"
165,Nik Nazarov," <a href=""https://www.last.fm/music/Nik+Nazarov"">Read more on Last.fm</a>",682,2418,"['Adriano Tuceanu', 'Kinree', 'Dragon S', 'Kley J.', 'Ahmet Kilic, Stoto feat. Shea Doll']"
