,nombre_artista,bio,listeners,playcount,similar
104,Avguchenko," <a href=""https://www.last.fm/music/Avguchenko"">Read more on Last.fm</a>",1328,7778,"['PXH', 'Schulz Audio', 'Basicnoise', 'paolo lucchi', 'Sraunus']"
105,Notoir," <a href=""https://www.last.fm/music/Notoir"">Read more on Last.fm</a>",178,643,"['2088', 'Naji Arun', 'ReCorpo', 'Tostone', 'Bami']"
106,Valya Kan," <a href=""https://www.last.fm/music/Valya+Kan"">Read more on Last.fm</a>",151,828,"['GunBee', 'DJ Vague', 'Mariko Ide', 'Enrique & S. English', 'La marine']"
107,Neoplastika," <a href=""https://www.last.fm/music/Neoplastika"">Read more on Last.fm</a>",99,302,[]
108,The Reactivitz," <a href=""https://www.last.fm/music/The+Reactivitz"">Read more on Last.fm</a>",4416,17363,"['Skober', 'Durtysoxxx', 'Loco & Jam', 'Roberto Capuano', 'Ramiro Lopez']"
109,CENSURE," <a href=""https://www.last.fm/music/CENSURE"">Read more on Last.fm</a>",857,2475,"['Schiere', 'David Temessi', 'Marco Leckbert', 'Berba PT', 'Roentgen Limiter']"
110,Niclas Erlandsson," <a href=""https://www.last.fm/music/Niclas+Erlandsson"">Read more on Last.fm</a>",222,696,"['Pavel K. Novalis', 'YTP', 'Rove Ranger', 'Raffaele Attanasio', 'Mercury 200']"
111,Sebastian Groth," <a href=""https://www.last.fm/music/Sebastian+Groth"">Read more on Last.fm</a>",9235,37648,"['Lukas Freudenberger', 'Niereich', 'Markus Weigelt', 'Ben Dust', 'F-Rontal']"
112,Dimi Mechero," <a href=""https://www.last.fm/music/Dimi+Mechero"">Read more on Last.fm</a>",971,4310,"['Jono Stephenson', 'Mila Journée', 'Carl Bee', 'Mia Mendi', 'Rem Siman']"
113,Simone Tavazzi," <a href=""https://www.last.fm/music/Simone+Tavazzi"">Read more on Last.fm</a>",6448,27224,"['Paula Cazenave', 'Gennaro Mastrantonio', 'Felix Bernhardt', 'Dandi & Ugo', 'Anna V.']"
114,Modtech," <a href=""https://www.last.fm/music/Modtech"">Read more on Last.fm</a>",23,66,[]
115,Goncalo M," <a href=""https://www.last.fm/music/Goncalo+M"">Read more on Last.fm</a>",1537,8048,"['Peppelino', 'David Moleon', 'Miche & Mirzinho', 'A.Paul', 'AKA Carl']"
116,Aleja Sanchez,"Aleja Sanchez is labelhead of Northallsen records, is consider “one of the Colombian scene's biggest international exports”. Resident Advisor, 2019.

Born in Bogota, Colombia, Aleja Sanchez has been active in the techno scene since 2007. A mental and deep but forceful sound combined with a natural penchant for experimental and diverse soundscapes with raw lines have laid the foundations for her to develop a highly unique musical voice into the International techno circuit. <a href=""https://www.last.fm/music/Aleja+Sanchez"">Read more on Last.fm</a>",7643,98573,"['Fixon', 'Kmyle', 'Ricardo Garduno', 'Nicolas Bougaïeff', 'Reggy Van Oers']"
117,Lefrak," <a href=""https://www.last.fm/music/LEFRAK"">Read more on Last.fm</a>",93,579,"['Poncho', 'La Sonora Master', 'JONA MIX', 'Jay de Lys', 'Bawrut']"
118,Brooklyn Bounce,"Brooklyn Bounce is a German dance duo founded in 1996, consisting of producers Matthias Menck (Double M) and Dennis Bohn (D-Bone, son of Carsten Bohn), who have been working together since 1995. They became known through tracks like The Theme (of Progressive Attack), Get Ready to Bounce, Bass, Beats & Melody, and Loud & Proud, achieving several entries in the German charts.

Menck and Bohn, both originally from Hamburg, met in 1995. The duo had their first hit as Boyz R Us with the single Singin’ In My Mind. <a href=""https://www.last.fm/music/Brooklyn+Bounce"">Read more on Last.fm</a>",220269,1994031,"['DJ Quicksilver', '666', 'Kai Tracid', 'Kosmonova', 'Future Breeze']"
119,Tom Mosler,"Composer, producer, performer.
Founder of Kicksomatic netlabel. <a href=""https://www.last.fm/music/Tom+Mosler"">Read more on Last.fm</a>",389,1276,"['Electro', 'Monosurround', 'Michael Knop', 'Richard Bartz', 'Z@p']"
120,Joey Smith," <a href=""https://www.last.fm/music/Joey+Smith"">Read more on Last.fm</a>",3687,20180,"['NOBZ', 'Hegeigi', 'dj coolpix', 'Dani Row', 'Hammerer']"
121,End Train,"Joseph Bianchi aka End Train is a DJ and techno producer based in London, UK. <a href=""https://www.last.fm/music/End+Train"">Read more on Last.fm</a>",2520,9392,"['New Frames', 'STØTS', 'buried secrets', 'Rvde', 'Tim Tama']"
122,Morgan Wright," <a href=""https://www.last.fm/music/morgan+wright"">Read more on Last.fm</a>",3999,19385,"['3NDLES5', 'Instinct (UK)', 'Moktar', 'Maruwa', 'Will Silver']"
123,Kellener," <a href=""https://www.last.fm/music/KELLENER"">Read more on Last.fm</a>",301,1036,"['Jose Pouj', 'Subjected', 'Marla Singer', 'Michal Jablonski', 'Exium']"
124,Ayako Mori,"Poland based DJ and Producer from Japan. 
Her experience with Electronic music started at year 2000. 
Ayako plays as DJ Mel in clubs in Tokyo(2000-2007), in Ireland (2007-2012), in Poland (2012-).

As a composer, 
her favorite style is ambient music, chill out music. 
in 2013, She started to produce Techno music for dance floor.

Sounds and tracks for a living theater ""Shelf ""volume03 「R.U.R.」at Tokyo, (2004). 
Longstone Remix album of Longstoned (2007), Sakura (2011) on Ochre (UK).  <a href=""https://www.last.fm/music/Ayako+Mori"">Read more on Last.fm</a>",6644,36254,"['alt8', 'Brecc', 'NTBR', 'YÅ', 'cHRS']"
125,Distant Echoes,"Distant Echoes is an Italian producer of electronic music. Despite being from Italy's sun-blessed southern coast, Distant Echoes developed his passion for the darker side of electronic at a very young age. <a href=""https://www.last.fm/music/Distant+Echoes"">Read more on Last.fm</a>",2872,12939,"['Gotzkowsky', 'Daribow', 'Ron Albrecht', 'Alex.Do', 'Drumcell']"
126,Champas," <a href=""https://www.last.fm/music/Champas"">Read more on Last.fm</a>",3718,15638,"['David Strasser', 'HA|XO', 'Tanzanfall', 'Dstm', 'Exil der Schatten']"
127,Toxic D.N.A," <a href=""https://www.last.fm/music/Toxic+D.N.A"">Read more on Last.fm</a>",474,1408,"['Sooney', 'Artificial Drm', 'Richard Ulh', 'MARTIN K4RMA', '2017 Deep House']"
128,D.A.V.E. The Drummer,"D.A.V.E the Drummer has been releasing techno and acid records since 1994. Since his early studio sessions above a pub in Deptford with the Liberator DJ's, D.A.V.E has made hundreds of underground records, including club classics such as:

“One Night in Hackney“ on ""S.U.F"" records with Chris Liberator;
“Hydraulix 09“ on his own Hydraulix label;
“Cradle Cap“ on his Apex imprint;
“Soul image” on ""Riot"" recordings with B.K;
“The Human Animal” on Chris Liebing's Fine Audio Recordings label. <a href=""https://www.last.fm/music/D.a.v.e.+the+Drummer"">Read more on Last.fm</a>",10763,64538,"['Chris Liberator', 'Dave The Drummer', 'Dynamo City', 'Rowland the Bastard', 'Henry Cullen']"
129,Neagles," <a href=""https://www.last.fm/music/Neagles"">Read more on Last.fm</a>",1410,7255,"['B Λ N D I', 'Kozlov', 'Sørenga', 'Illiya Korniyenko', 'achiever']"
130,Marco Bailey,"
Marco grew up in a small village in Belgium. Nothing much happened there really, but he did learn that one doesn't achieve much without working hard. He is a true hedonist but a workaholic as well. Marco loves to work hard and spin records as much as possible; sleeping is for later. Therefore, his colleagues know him for his no-nonsense kick-ass mentality.

At the age of 12, Marco wanted nothing more than to become a sportsman since motocross and <a href=""https://www.last.fm/music/Marco+Bailey"">Read more on Last.fm</a>",52964,282051,"['Chris Liebing', 'Electric Rescue', 'Sven Väth', 'Gary Beck', 'Emmanuel Top']"
131,EAS,"Little known, release from 1995, will appeal to those who like Rush's lighter material, definitely similar to Genesis' Los Endos period, Eloy, Clepsydra <a href=""https://www.last.fm/music/EAS"">Read more on Last.fm</a>",1351,6307,"['Scalameriya', 'New Frames', 'Mickey Nox', 'Brecc', 'Héctor Oaks']"
132,Kevin Wesp," <a href=""https://www.last.fm/music/Kevin+Wesp"">Read more on Last.fm</a>",850,4229,"['Grozdanoff', 'Gene Karz', 'Champas', 'David Temessi', 'Lost Minds (DE)']"
133,88756," <a href=""https://www.last.fm/music/88756"">Read more on Last.fm</a>",1652,6282,"['Stockholm Acid Force', 'Vincenzo Pizzi', 'Dj Scale Ripper', 'KUSP (UK)', 'Decoq']"
134,Tonikattitude," <a href=""https://www.last.fm/music/Tonikattitude"">Read more on Last.fm</a>",1832,7217,"['Matt Mus', 'Kai Pattenberg', 'MARTIN K4RMA', 'AVGUSTO', 'Gene Karz']"
135,Steve Bug,"Germany’s minimal dance connoisseur, Steve Bug, started his DJ-career in a small after-hour bar near Ibiza’s Space back in 1991 - soon becoming resident DJ in the best club in his hometown Bremen and booked to major German events such as the Love Parade. In 1993 he released his first productions on Hamburg-based Superstition Recordings (which were immediately licensed by Risin’ High- UK) and in 1996 he founded his own label Raw Elements, followed by a 12“ for Felix Da Housecat’s Radical Fear imprint. <a href=""https://www.last.fm/music/Steve+Bug"">Read more on Last.fm</a>",132223,746990,"['DJ T.', 'Kollektiv Turmstrasse', 'STL', 'Josh Wink', 'Plastikman']"
136,Abel Blanes," <a href=""https://www.last.fm/music/Abel+Blanes"">Read more on Last.fm</a>",845,3093,"['FRANLE', 'BeatQueche', 'MaSSive H.', 'Iron (HUN)', 'Rocco Liptai']"
137,Darzack," <a href=""https://www.last.fm/music/Darzack"">Read more on Last.fm</a>",5158,28222,"['Abr.', 'Tim Tama', 'L Ʌ V Σ N', 'Raumm', 'anxiety again']"
138,Martinelli,"Martinelli is a duo from Italy, Aldo Martinelli and Simona Zanini and was very famous during the '80s for their italo-disco productions. They are the real people behind the italo-disco groups of Moonray, Topo and Roby and Doctor's Cat.
Aldo Martinelli was born in Milan, he received a diploma in piano at the Conservatorio of Alessandria. 
He played keyboards live in big bands and worked as a music teacher in school.
A composer, singer and multi-instrumentalist <a href=""https://www.last.fm/music/Martinelli"">Read more on Last.fm</a>",9323,42063,"['Joe Yellow', 'Carrara', 'Paul Sharada', 'Wish Key', 'Danny Keith']"
139,Slow Life Program," <a href=""https://www.last.fm/music/Slow+Life+Program"">Read more on Last.fm</a>",114,464,"['Peter Wok', 'Someone feat. C. Duncan', 'Brookii', 'ODJ Pirkka', 'Ariana Grande , The Weeknd']"
140,Tom Palash," <a href=""https://www.last.fm/music/Tom+Palash"">Read more on Last.fm</a>",246,663,"['Polar Bugz', 'Zusammenklang', 'Anthony Middleton', 'Alex Justino', 'Jacob Seville']"
141,Charly Beck," <a href=""https://www.last.fm/music/Charly+Beck"">Read more on Last.fm</a>",2272,6385,"['Radikal Rat', 'Gabriel Filip', 'Sammy Legs', 'Saint-Samuel', 'Robin Hirte']"
142,Relaxer,"Relaxer is an Akron, Ohio based rock band comprised from past members of The Party of Helicopters, White Pines, Teeth of the Hydra, Sofa King Killer, Royal Bangs and Drummer. Playing complex, guitar-driven progressive compositions, they’ve shared stages with a wide range of bands including the Shins, Unknown Mortal Orchestra, Retribution Gospel Choir & EYE.   <a href=""https://www.last.fm/music/Relaxer"">Read more on Last.fm</a>",4712,27841,"['Chester Raj Anand', 'AFRODEUTSCHE', 'Mor Elian', 'Yoshinori Hayashi', 'Galaxian']"
143,Carlos Perón,"Carlos Perón started as a keyboard player in the new wave band URLAND in Zürich. He played with drummer Sternini, bass player Ron Styler and guitarist Boris Blank. After the split of the band Carlos founded the TRANCEONIC studio in Zürich together with Boris Blank. In this experimental studio the two developed what would later on become the famous Yello sound. In 1978 Carlos Perón and Boris Blank made a trip to USA to sell their music to the US music industry. <a href=""https://www.last.fm/music/+noredirect/Carlos+Per%C3%B3n"">Read more on Last.fm</a>",5102,30383,"['Carlos Peron', 'Tranceonic', 'Elrajas', 'Dave Ball', '2 Flying Stones']"
144,Afik Naim," <a href=""https://www.last.fm/music/Afik+Naim"">Read more on Last.fm</a>",1408,4080,"['Doms & Deykers', 'Samuel Pling', 'Novocanemusic', 'AceMoMa', 'DJ Sports']"
145,Error Etica,"Error Etica is Victor Martinez's main musical project which has the essence on the deeper side of life.Experimental, deep and dark sounds, influenced for the new Berlin/Detroit scene departure from the hard rhythmic on behalf of  way of understanding techno now a days, a sound carefully crafted and skillfully developed, without losing the essence of Psychoskunk concept.

With a career that spans over a decade Victor Martinez has developed a unique <a href=""https://www.last.fm/music/Error+Etica"">Read more on Last.fm</a>",633,3180,"['Kessell', 'PWCCA', 'Pulse One', 'RUMAN', 'Exium']"
146,Brian Sanhaji," <a href=""https://www.last.fm/music/Brian+Sanhaji"">Read more on Last.fm</a>",8242,40345,"['Alex Bau', 'Pfirter', 'Traversable Wormhole', 'Virgil Enzinger', 'A. Mochi']"
147,Axel Karakasis,"The passion for music has always been there for Axel Karakasis. It emerged at a very young age, when he started DJing at small clubs in Athens. The definitive moment, however, came in the late 80s when Techno made its first appearance. From this point onwards, his courtship with electronic music saw a very different light…

By 1996, midst of an era that saw electronic music taking over the Greek dance scene, he was already known through various DJ residencies. <a href=""https://www.last.fm/music/Axel+Karakasis"">Read more on Last.fm</a>",11844,67994,"['Spiros Kaloumenos', 'Tom Hades', 'Boriqua Tribez', 'A.Paul', 'Peppelino']"
148,Van Dexter," <a href=""https://www.last.fm/music/Van+Dexter"">Read more on Last.fm</a>",946,3742,"['Brecc', 'WarinD', 'buried secrets', 'L Ʌ V Σ N', 'YÅ']"
149,Tigerskin,"Tigerskin is the alter ego of German producer Alex Krüger aka Dub Taylor. Releases on labels such as Dessous, Morris Audio, Electro Komfort, Brique Rouge Traxx and Resopal Schallware together with 10 years of rocking under his belt have made him one of the respected producers in the global electronic music circuit. His uncountable exceptional live performances are legendary to many people...Born and bred in Berlin, Alex has been carefully developing his deep & forward thinking house signature since he was a teenager. <a href=""https://www.last.fm/music/Tigerskin"">Read more on Last.fm</a>",76247,353687,"['Guy J', 'Rodriguez Jr.', 'Robert Babicz', 'Sascha Funke', 'Kollektiv Turmstrasse']"
150,Midinoize,"MIDINOIZE was born in Lisbon in 1988. In the 80’s, electronic music got a big recognition and development, naturally his youth was strongly influenced by different styles such as house, techno, electro, drum n bass, trance, chill-out, among others.

You can state that he's very versatile, as his music sets range from deep and tech house to techno, passing through progressive House .
It’s notorious in all his performances the way he catches the public attention with his musical taste and his superb technique controlling the decks. <a href=""https://www.last.fm/music/Midinoize"">Read more on Last.fm</a>",76,267,"['Emanuel Satie', 'Valas', 'Them Flying Monkeys', 'Nenny', 'Mundo Segundo']"
151,Cristian Glitch,"Cristian Salazar, known as Cristian Glitch, Dj / producer, He began his career in 2009. Owner of a record label, he is characterized by his strong, energetic and solid-based techno style ideal for breaking the dance floors. He has collaborated with labels from different parts of the world, including Pornographic Recordings (Cristian Varela's label), Dolma Records (DolbyD's label), Naked Lunch (A.paul's label) among others.

He has also participated in remixes and collaborations with great leading artists on the world scene <a href=""https://www.last.fm/music/Cristian+Glitch"">Read more on Last.fm</a>",2321,13263,"['ShadYM', 'Kai Pattenberg', 'Niereich', 'Luix Spectrum', 'Atze Ton']"
152,Trak 1," <a href=""https://www.last.fm/music/Trak+1"">Read more on Last.fm</a>",225,607,"['Three Sons', 'Unique 3', 'Forgemasters', 'Psychotropic', 'Close Up Over']"
153,Robert Armani,"Robert Armani follows the detroit techno revolution as an extraordinarily singular artist. Known as the grumpiest genius in techno his sounds have gone on to heavily influence the likes of Steve Stoll, Mosquito and numerous veins of minimal and reductive techno and electronica. The Robert armani mastermix stands out as one of the finest examples of 4 to the floor driven techno. Armani's use of gradual sonic development and the finest base thud in the business have ensured his ongoing relevence to the development of techno. <a href=""https://www.last.fm/music/Robert+Armani"">Read more on Last.fm</a>",31645,120488,"['Steve Poindexter', 'Hardfloor', 'Dave Clarke', 'Slam', 'Joey Beltram']"
154,Crime as Service," <a href=""https://www.last.fm/music/Crime+as+Service"">Read more on Last.fm</a>",222,803,"['Ah Cama & Sotz', 'Andy Stack & Jay Hammond', 'Tidehouse', 'Aeshim', 'Nørbak']"
155,Hioll," <a href=""https://www.last.fm/music/Hioll"">Read more on Last.fm</a>",3047,14895,"['Røttar', 'vinya', 'Kike Pravda', 'MarAxe', 'Insolate']"
156,A Thousand Details," <a href=""https://www.last.fm/music/A+Thousand+Details"">Read more on Last.fm</a>",1975,12592,"['Oliver Rosemann', 'Vertical Spectrum', 'Linear System', 'PWCCA', 'Talismann']"
157,Dronum," <a href=""https://www.last.fm/music/Dronum"">Read more on Last.fm</a>",164,888,"['Cousin Vic', 'Alex Cool', 'Primary Substance', 'Tsaritsa Logiki', 'Hertzman']"
158,Marcelus,"Techno aficionado Cédric Bros has for the past few years been engineering his assault on both the Parisian and European scenes.

Better known as Marcelus, his inquisitive nature led him to experiment with various sequencers around 1998. Admittedly, he wasn’t planning a career in beat making but somewhere around this time the flame ignited and he began taking note of the Techno scene in Paris, listening to the likes of Radio Nova and Radio FG. The discovery of Jeff Mills began the love for the tough. <a href=""https://www.last.fm/music/Marcelus"">Read more on Last.fm</a>",8204,35952,"['Samuli Kemppi', 'Lockertmatik', 'Wincent Kunth', 'Marcel Fengler', 'Roman Lindau']"
159,Gabenz," <a href=""https://www.last.fm/music/Gabenz"">Read more on Last.fm</a>",376,1345,"['Gaemi/Gatti', 'BeatQueche', 'MartinStuff', 'Alex Petrou', 'Inigo Perez']"
160,EASTEL," <a href=""https://www.last.fm/music/Eastel"">Read more on Last.fm</a>",410,1317,"['93SOVAGE', 'Lukas Firtzer', 'Lacchesi', 'L Ʌ V Σ N', '1luu']"
161,Manic Brothers,"At both a first and second glance, you could probably not tell these Swedish techno twins apart. Mats and Niclas - twin brothers born within 23 minutes of each other - make quite the impression behind the decks being a solid reflection of one another. The name “Manic” initially stems from them together being called “Maniclas” because of their friends not being able to tell them apart growing up, a name that is now more suitable to describe the feeling they infuse in their sound. <a href=""https://www.last.fm/music/Manic+Brothers"">Read more on Last.fm</a>",2607,10208,"['Patrick Siech', 'Petter B', 'Roberto Capuano', 'Dhillon', 'Jel Ford']"
162,Nuss,"Federico Nussbaumer (aka Nuss) was born in 1989 in Buenos Aires, Argentina. He is a young artist who started as a dj at the tender age of 14. He was deeply influenced by artists like Trentemøller, Nathan Fake, Stephan Bodzin, Oliver Huntemann, John Dahlback, Eric Prydz and others.In 2005, Nuss began playing as a DJ in his own underground net radio where national and international artists playing as guests. It was there that he met Juan Carlos Ivancevich (aka Charles Navis) who introduced him to the production techniques. <a href=""https://www.last.fm/music/Nuss"">Read more on Last.fm</a>",375,991,"['Lautaro Ibañez', 'Andrea Signore', 'Bruce Zalcer', 'Beico', 'Matteo Vitanza']"
163,Kaiser Souzai,"Kaiser Souzai – you might have heard that name before in a different context: In fact this is one of the most powerful men in the movie classic “The Usual Suspects”. Markus Kaiser and Alex Souzai are neither gangsters nor mafiosi, but their name does carry similar weight around Germany’s electronic club scene. With an impressive string of releases and several number 1 chart hits at the most important download stores, such as Beatport among others <a href=""https://www.last.fm/music/Kaiser+Souzai"">Read more on Last.fm</a>",13353,50109,"['Phunklarique & Dejonka', 'King Roc', 'Topcats', 'Jim Rivers', 'Swen Weber']"
164,NØ Shelter," <a href=""https://www.last.fm/music/N%C3%98+Shelter"">Read more on Last.fm</a>",21,159,[]
165,WO-CORE," <a href=""https://www.last.fm/music/WO-CORE"">Read more on Last.fm</a>",1359,4398,"['Axel Zambrano', 'Steve Slight', 'Max Freegrant', 'Senses Of Mind', 'Modeplex']"
166,Marek Bois,"Marek Bois is the alter ego of Mo's Ferry's Dapayk.
After several releases on labels like Mo's Ferry, Fenou, Karloff, Textone, Orac
& Musik Krause, Dapayk started a new series of minimal rocking tracks.
Marek Bois represents a new side of his productions with straight, minimal
techno. <a href=""https://www.last.fm/music/Marek+Bois"">Read more on Last.fm</a>",23783,87100,"['Soundhack', 'From Karaoke to Stardom', 'Troy Pierce', 'Alex Under', 'Butane']"
167,Van Bonn," <a href=""https://www.last.fm/music/Van+Bonn"">Read more on Last.fm</a>",3246,19230,"['Mike Schommer', 'Stefan Gubatz', 'Schulz Audio', 'Avguchenko', 'Mathimidori']"
168,Guss Carver," <a href=""https://www.last.fm/music/Guss+Carver"">Read more on Last.fm</a>",93,255,"['Barox', 'TeknoX', 'Gelstat / Ogza / Signal Electrique', 'bRz', '69db']"
169,Jörg Rodriguez," <a href=""https://www.last.fm/music/J%C3%B6rg+Rodriguez"">Read more on Last.fm</a>",277,979,"['Keikari', 'A Thousand Details', 'PWCCA', 'I/Y', 'Kwartz']"
170,Kitkatone," <a href=""https://www.last.fm/music/Kitkatone"">Read more on Last.fm</a>",1550,6774,"['The Plant Worker', 'Jeff Rushin', 'Sawlin', 'Subjected', 'Rune Bagge']"
171,Space (GR)," <a href=""https://www.last.fm/music/Space+(GR)"">Read more on Last.fm</a>",119,421,"['KOSTAS MASKALIDES', 'David Christoph', 'PlaStic Loopz', 'Dennis Bunas', 'Zair']"
172,Felix Raphael,"Felix's passion for music was evident from the earliest moments of his life. As a young child, his mother introduced him to singing lessons, sparking his fascination with vocal expression. This early exposure set the stage for a musical journey that would see him explore various instruments and ultimately embrace singing as a vital part of his artistic identity.

Initially hesitant about blending electronic sounds with his musical background, Felix eventually found his unique musical signature in the synergy of electronic beats <a href=""https://www.last.fm/music/Felix+Raphael"">Read more on Last.fm</a>",15544,76244,"['bondi', 'pølaroit', 'Tonic Walter', 'Arley', 'Rustboy']"
173,Alexskyspirit,"Born, raised, and based in Patras, Greece, Alexskyspirit’s experience with the decks started in the early 00s in his hometown clubs and bars, blending his early influences of dark, progressive house with psychedelic trance. As he gradually honed his production skills and started shaping his musical identity, he shared the stage with some well-established names over those years, such as Edit Select, Keith Carnal, Charlotte De Witte, Dax J, Oxia, and Robert Dietz. <a href=""https://www.last.fm/music/Alexskyspirit"">Read more on Last.fm</a>",1231,7081,"['Linear System', 'Biocym', 'tsott', 'Dycide', 'ØSC']"
174,Chez Damier,"Chez Damier has devoted his life to electronic music as a vocalist, DJ, producer, label manager and graphic artist. Splitting his time between Detroit, Chicago and occasionally New York, Chez set up the Music Institute with Derrick May and Alton Miller looked after the business affairs and studio output of Kevin Saunderson's KMS label, and helped countless producers get a start in production. On top of that, he has a kick ass discography of his own <a href=""https://www.last.fm/music/Chez+Damier"">Read more on Last.fm</a>",52208,236287,"['Ron Trent', 'Mr. G', 'Kerri Chandler', 'Boo Williams', 'Glenn Underground']"
175,EZEK," <a href=""https://www.last.fm/music/ezek"">Read more on Last.fm</a>",1115,6571,"['Ricky Bishop', 'fallon', 'Elji', 'Teyma', 'HollyG']"
176,Stephan Krus," <a href=""https://www.last.fm/music/Stephan+Krus"">Read more on Last.fm</a>",299,936,"['3KZ', 'Alfredo Mazzilli', 'Vertical Spectrum', 'Vinicius Honorio', 'Roman Poncet']"
177,Kristoph Galland," <a href=""https://www.last.fm/music/Kristoph+Galland"">Read more on Last.fm</a>",601,11369,"['NVOY', 'Timo Garcia', 'INVŌKER', 'Jairo Catelo', 'Arjun Vagale']"
178,Atis," <a href=""https://www.last.fm/music/Atis"">Read more on Last.fm</a>",842,7067,"['Grimorium Verum', 'Lamento Funebre', 'Mutilated Christ', 'Scope Of The Paradox', 'Svarog']"
179,Halfasser," <a href=""https://www.last.fm/music/Halfasser"">Read more on Last.fm</a>",156,450,"['Rosmi Tek', 'SpockNinja', 'JollyJ', 'Vincenzo Pizzi', '88756']"
180,Narcotic 303," <a href=""https://www.last.fm/music/Narcotic+303"">Read more on Last.fm</a>",2462,21118,"['Nvelope', 'Graynoise', 'sub.made', 'Krisz Deak', 'Vytis']"
181,Sleeps Everywhere," <a href=""https://www.last.fm/music/Sleeps+Everywhere"">Read more on Last.fm</a>",418,1428,"['Inhalt der Nacht', 'Tim Tama', 'Brecc', 'Rvde', 'Falhaber']"
182,DJ Murphy,"Marcos, better known as DJ Murphy, started djing in 1992 influenced by acid-house and hip-hop. On the following year he began his professional career playing house, hardcore and jungle at Sao Paulo's suburbs. Still in the early 90's he decided to play only techno. 

It is impossible not to associate one of the greatest and most skilled DJs in the world with the Brazillian dance music scene. Chosen by DJ Sound magazine in 2006 for the second time as best DJ in Brazil <a href=""https://www.last.fm/music/DJ+Murphy"">Read more on Last.fm</a>",1804,6435,"['Pet Duo', 'Eric Sneo', 'Valentino Kanzyani', 'Gayle San', 'Dave The Drummer']"
183,Muzarco," <a href=""https://www.last.fm/music/Muzarco"">Read more on Last.fm</a>",669,2791,"['Microtrauma', 'Damabiah', 'Petar Dundov', 'Dibby Dougherty & David Young', 'Sasha Carassi']"
184,Arni," <a href=""https://www.last.fm/music/Arni"">Read more on Last.fm</a>",2646,10923,"['Demon Noise', 'Dj Jordan', 'Heerhorst', 'Andrea Signore', 'Chris Veron']"
185,Orion,"There are 33 people/groups known as Orion:

1) Orion is a post-punk band from Sydney, Australia
2) A psychedelic trance project by Danish producer & DJ Jean Borelli. 
3) A Moldavian singer and producer.
4) Jimmy Ellis aka Orion was an American solo artist.
5) An Estonian pop/rock band.
6) Alias for Ørjan Nilsen aka DJ Governor.
7) A Finnish DJ/Producer
8) A rapper from Germany, Sachsen-Anhalt.
9) A Turkish rock band founded in 2003.
10) A Celtic folk band from Belgium. <a href=""https://www.last.fm/music/Orion"">Read more on Last.fm</a>",147380,1059131,"['Astral Projection', 'S.U.N. Project', 'Total Eclipse', 'Etnica', 'Space Tribe']"
186,Ogend," <a href=""https://www.last.fm/music/Ogend"">Read more on Last.fm</a>",79,249,"['ØSC', 'Deepbass', 'Kaf', 'Philipp Centro', 'Random Glitch']"
187,Polygon Prompt," <a href=""https://www.last.fm/music/Polygon+Prompt"">Read more on Last.fm</a>",636,3476,"['Atsushi Ohara', 'estha', 'Groovetune', 'Satoshi Imano', 'Lix']"
188,Batteriebetrieb," <a href=""https://www.last.fm/music/Batteriebetrieb"">Read more on Last.fm</a>",257,789,"['Fresh Otis', 'X-Treme Hypomania', 'Tonikattitude', 'Da Productor', 'Monovoice']"
189,Banel," <a href=""https://www.last.fm/music/Banel"">Read more on Last.fm</a>",42,119,['Kalpataru Tree']
190,Andres Gil,"""Andres Gil"" was born in Medellin - Colombia, with just 14, he began his life as an artist, listening to music Disco, Pop and Flash Dance of the 80's and late 90's , start by clicking on the turn tables lent her father, and some vinyl, playing artists..
""Andres Gil"" was born in Medellin - Colombia, with just 14, he began his life as an artist, listening to music Disco, Pop and Flash Dance of the 80's and late 90's , start by clicking on the turn tables lent her father <a href=""https://www.last.fm/music/Andres+Gil"">Read more on Last.fm</a>",1804,6962,"['Bodyscrub', 'Cortechs', ""Lorenzo D'Ianni"", 'Sasha Carassi', 'Tom Laws']"
191,Tim Xavier,"American techno DJ/Producer who is also the mastering engineer at his own vinyl/audio mastering company, Mandmade Mastering.

Loved and respected by many, feared by some, Tim Xavier's passionate personality and lifestyle have kept him on the forefront of techno since his first releases almost a decade ago. On the stage Tim is known for his undeniable talent as a once-hard techno mixer turned minimal trend-setter, playing a diverse blend of deep, quirky techno and house music with classic technical skills that make jaws drop. <a href=""https://www.last.fm/music/Tim+Xavier"">Read more on Last.fm</a>",7842,32806,"['Camea', 'Miro Pajic', 'Franco Cinelli', 'Tony Rohr', 'Ambivalent']"
192,Surt,"There are 2 bands that are referred as ""Surt"":

1) Brazilian Alternative Rock Band:

Hailing from Recife - Pernambuco, Surt started their works with their self-titled EP in 2018, having released their second one only in 2021.

2) Slovakian Black Metal / Techno Band:

When this darkness has begun?
2008 - first days of the band, but we played without a name
          -  year without a singer
          - Agnaar wrote first songs (Temple of Pain and Sorrow, Warmaster, Path to the Abyss) <a href=""https://www.last.fm/music/Surt"">Read more on Last.fm</a>",1314,15172,"['Rambadu', 'Biocym', 'Svarog', 'Doltz', 'Andrea Cossu']"
193,Dino Maggiorana," <a href=""https://www.last.fm/music/Dino+Maggiorana"">Read more on Last.fm</a>",6016,23229,"['Dominik Schwarz', 'Anna V.', 'Dj Jordan', 'Beico & Mt93', 'Niereich']"
